acct,bld_num,date_erected,im_sq_ft,land_ar,perimeter,bedrooms,full_bath,half_bath,total_rooms,dscr_e,frame_detached_garage,gunite_pool,pool_heater,solar_panel,brick_garage,canopy_residential,frame_abov,frame_shed,carport_residential,foundation_repaired,cracked_slab,latitude,longitude,distance_miles,land_val,bld_val,assessed_val,assessed_per_sqft
640240030001,1,2005,3778,23873.0,463,4.0,2.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,18224.0,0.0,0.0,0.0,0.0,0.0,0.0,29.64783363146195,-95.2031613330634,12.670702921047399,142666.0,582665.0,743555.0,196.81180518793013
640340060002,1,1950,956,6000.0,136,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,29.729022591971763,-94.98397889976232,23.26296288199116,24000.0,44845.0,68945.0,72.11820083682008
640360180004,1,1952,1380,6000.0,168,2.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.0,0.0,0.0,0.0,29.72621961554015,-94.98574327101927,23.17665171978234,24000.0,50201.0,75642.0,54.81304347826087
640760000025,1,1935,1056,17659.0,112,7.0,4.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,969.0,0.0,0.0,29.77213416655314,-95.11889726552047,15.089501883986374,98890.0,36722.0,137909.0,130.59564393939394
640850050022,1,1960,1772,6000.0,204,3.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1454.0,0.0,490.0,0.0,0.0,0.0,29.70713702185225,-95.21376786162864,10.06808177844414,51000.0,141065.0,194009.0,109.48589164785552
640870020008,2,1938,3768,6119.0,504,5.0,4.0,1.0,11.0,3.5,0.0,10902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.713879510571537,-95.41122574982612,4.035671697195632,697140.0,472461.0,1169601.0,310.40366242038215
640920000031,1,1939,2444,7866.0,326,3.0,2.0,0.0,8.0,4.0,0.0,3780.0,0.0,0.0,0.0,0.0,23273.0,0.0,0.0,0.0,0.0,29.71272292781972,-95.40907379704004,4.022819366226679,801960.0,330931.0,1132891.0,463.53968903436987
640950130007,2,2018,6327,8220.0,734,5.0,5.0,1.0,13.0,4.0,0.0,0.0,0.0,24570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.710153860684944,-95.4038743997167,4.001916539080168,711000.0,1504917.0,2215917.0,350.23186344238974
640970160014,1,1938,3378,7150.0,432,5.0,3.0,1.0,10.0,4.0,0.0,22045.0,0.0,0.0,0.0,0.0,0.0,1400.0,2982.0,0.0,0.0,29.711578984518894,-95.41023812822216,4.127761368377717,759000.0,508716.0,1267716.0,375.2859680284192
640990000028,1,1938,1995,8125.0,254,3.0,2.0,0.0,6.0,4.0,4424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.709640383604476,-95.41224299391298,4.306782319800317,694688.0,37685.0,736797.0,369.3218045112782
641000000025,1,1940,3520,6875.0,476,4.0,3.0,1.0,9.0,4.0,3531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.709651803924288,-95.40929938611238,4.204876848469746,635313.0,590804.0,1226117.0,348.3286931818182
641000000026,1,1938,2355,7500.0,322,3.0,3.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.709650096470952,-95.40948026389442,4.2110537568313,665000.0,484101.0,1149101.0,487.9409766454352
641010210016,1,2009,3142,8420.0,436,4.0,3.0,1.0,8.0,6.0,0.0,5324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.709641103044397,-95.4045872233903,4.054169281065592,663100.0,944485.0,1613509.0,513.5292807129217
641220000001,1,1962,1603,36000.0,204,3.0,1.0,0.0,6.0,3.0,0.0,5636.0,0.0,0.0,0.0,0.0,0.0,820.0,323.0,-6036.0,0.0,29.739111394581656,-94.9864923466176,23.057359465028686,164430.0,139453.0,304626.0,190.0349344978166
641220000007,1,1964,2235,34500.0,204,3.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,17850.0,0.0,0.0,0.0,382.0,1260.0,0.0,0.0,29.738771246346857,-94.98599866052564,23.08844312621835,116393.0,162265.0,298150.0,133.40044742729307
641270500022,1,2023,1257,11430.0,148,2.0,2.0,0.0,5.0,3.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.807166168358155,-95.02451722283668,20.977251233011614,62865.0,115242.0,181691.0,144.5433571996818
641340040014,1,1955,3060,6000.0,240,4.0,2.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.788552060211927,-95.35757820102232,2.1044227454158384,204750.0,126982.0,331732.0,108.40915032679739
641340060018,2,1940,1922,5000.0,370,5.0,4.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.787945533695936,-95.35673314150635,2.0842921685733287,185250.0,83704.0,268954.0,139.93444328824143
641510030005,1,1930,1162,20708.0,144,2.0,1.0,0.0,4.0,2.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.85072159857757,-95.39420368418634,6.426018268892998,124686.0,94463.0,221357.0,190.49655765920826
641530000033,1,1928,1188,5000.0,158,3.0,3.0,0.0,5.0,3.0,7397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.671334865679164,-95.3620006150005,6.152374275980081,70000.0,37758.0,114343.0,96.2483164983165
641680210011,1,1955,1440,5700.0,180,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.66890943648464,-95.36623647346096,6.30499350689932,74900.0,78406.0,153306.0,106.4625
641690050013,1,1995,4782,8700.0,612,4.0,3.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.71149874106163,-95.41582832707964,4.336291770879573,816500.0,874814.0,1691314.0,353.6833960685905
641720040006,2,1940,3705,8160.0,440,5.0,4.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.743103466845685,-95.42014137855654,3.2233450297460196,890880.0,396788.0,1287668.0,347.5487179487179
641720130017,1,1940,3160,7705.0,388,3.0,3.0,1.0,10.0,5.0,0.0,8749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7439896338686,-95.41811660803238,3.087941112937968,1080613.0,736887.0,1843318.0,583.3284810126582
641720140013,1,1955,2248,6839.0,316,3.0,2.0,1.0,7.0,4.0,5518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7435040696788,-95.41811135069266,3.099906399832011,928189.0,356888.0,1285077.0,571.6534697508897
642060000010,1,1938,1288,9000.0,152,2.0,1.0,0.0,5.0,2.0,4841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.803486981778384,-95.26297387506897,7.089202306578267,72122.0,25043.0,101669.0,78.93555900621118
642060000025,1,1946,1927,38295.0,176,3.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,9217.0,0.0,0.0,1220.0,436.0,0.0,0.0,29.804715444262243,-95.26169664042116,7.194605310511491,216270.0,49574.0,276238.0,143.35132330046704
642270040024,1,1940,1232,40635.0,144,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,29.7751291678158,-95.11992773982104,15.04043600539353,102100.0,100.0,102200.0,82.95454545454545
642350000163,1,1960,790,2800.0,118,2.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,320.0,0.0,0.0,29.840860130841783,-95.35120025103824,5.6939462167955135,25921.0,79646.0,106198.0,134.42784810126582
642360020060,1,1930,836,5000.0,156,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.844178107453228,-95.35710948475656,5.861279722273813,37663.0,53573.0,98835.0,118.22368421052632
642380000014,1,1943,704,4650.0,120,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.78566400225434,-95.40860332641414,2.90727337708797,297600.0,25753.0,323353.0,459.3082386363636
642400000017,1,1957,1009,10200.0,140,2.0,1.0,0.0,5.0,2.0,2386.0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0,0.0,0.0,29.840026116759255,-95.37275840386546,5.524722393370302,106020.0,58025.0,167301.0,165.80872150644203
642470160021,2,1960,2072,41277.0,420,8.0,3.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1131.0,0.0,950.0,0.0,0.0,0.0,29.90330483644165,-95.48483571839115,12.049791863615999,371493.0,91172.0,464746.0,224.29826254826256
642470170005,1,1957,1288,42348.0,172,2.0,1.0,0.0,5.0,3.0,4209.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,672.0,0.0,0.0,29.90124906439679,-95.483653104781,11.892762299283987,381132.0,39949.0,432992.0,336.17391304347825
650030000253,1,1930,1256,11250.0,168,3.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,29.849453443076555,-95.35013945608124,6.2887122206239665,67069.0,67144.0,134993.0,107.47850318471338
650100010018,1,1938,1132,13500.0,190,3.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.679078057638613,-95.36406173559956,5.609851055748751,113000.0,41186.0,154186.0,136.20671378091873
650100040001,1,1938,1433,13780.0,192,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.678480587094786,-95.36320058313046,5.654595600724428,114400.0,26926.0,141326.0,98.62247034193999
650100060011,1,1940,1451,16800.0,160,3.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.67568180750412,-95.36231686250308,5.851466920753054,129500.0,63116.0,192616.0,132.74707098552722
650110000019,1,2010,1440,11926.0,168,3.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.83488948820557,-95.33996321562849,5.474332967644222,73157.0,153767.0,226924.0,157.5861111111111
650170020003,1,1935,1040,7650.0,142,2.0,1.0,0.0,5.0,3.0,3336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6838397024671,-95.3050938296137,6.5558216461322445,51275.0,65665.0,118368.0,113.81538461538462
650170020016,1,1935,836,5000.0,126,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,7182.0,0.0,0.0,29.683909518422208,-95.30367210869136,6.603088145205768,45150.0,52608.0,104438.0,124.92583732057416
650170020026,1,1935,1168,11475.0,152,3.0,1.0,0.0,6.0,2.0,8951.0,0.0,0.0,0.0,0.0,0.0,0.0,2058.0,725.0,0.0,0.0,29.683842766133555,-95.30205497322608,6.665758240757925,64663.0,66078.0,140701.0,120.46318493150685
650270010017,1,1940,1855,42600.0,282,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.866615715063688,-95.35811868875832,7.394574320031973,257280.0,156925.0,421804.0,227.3876010781671
650270010051,1,1925,1486,34848.0,174,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3976.0,0.0,0.0,588.0,0.0,0.0,29.866586279801844,-95.35973262092747,7.383777285701078,193670.0,125629.0,336721.0,226.59555854643338
650270010077,1,1950,1470,5000.0,168,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.864984594762767,-95.3621297779826,7.262641009219431,52320.0,89449.0,141769.0,96.44149659863946
650450050327,1,1940,1000,5950.0,140,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.833847134481587,-95.35119460705818,5.220055285627248,55781.0,51584.0,107635.0,107.635
650450070246,1,1940,1958,12000.0,256,8.0,5.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.832781636117303,-95.34914416588197,5.176678198913303,75000.0,338209.0,413209.0,211.03626149131767
650450070260,1,1945,868,14000.0,120,2.0,1.0,0.0,5.0,2.0,3353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.83331730247568,-95.35012004423116,5.198795219612403,81250.0,50714.0,135317.0,155.8951612903226
650500040022,1,1945,1397,10000.0,160,3.0,2.0,1.0,6.0,3.0,4416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0,29.649458852005644,-95.28804980886196,9.093314866879934,50000.0,125343.0,180256.0,129.03078024337867
650520070006,1,1938,1296,10200.0,242,3.0,1.0,1.0,6.0,2.0,2077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,29.822710200707487,-95.36001624689185,4.36804684036246,102000.0,93050.0,197376.0,152.2962962962963
650520080021,1,1940,1577,11696.0,182,3.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,29.822688515258186,-95.36147973733202,4.355278561385627,109480.0,112177.0,222295.0,140.96068484464172
650520090008,1,1960,644,10200.0,108,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,0.0,0.0,0.0,29.8215656434989,-95.36401912783556,4.262537122938094,102000.0,43196.0,145196.0,225.45962732919256
650620030028,1,1950,1200,11390.0,196,4.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1566.0,0.0,3528.0,0.0,0.0,0.0,29.825321148115155,-95.32841618651106,5.153134514858126,74143.0,165650.0,244887.0,204.0725
650640080173,1,1945,1124,11700.0,150,2.0,1.0,0.0,4.0,2.0,3228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.827358223571306,-95.35970276283588,4.688777308303849,109500.0,82102.0,194830.0,173.33629893238435
650660560009,1,1960,1098,8800.0,144,2.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.77364020502045,-95.1660962544781,12.271309343073568,70250.0,98105.0,168355.0,153.3287795992714
650710100015,1,1948,1350,5250.0,154,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.774278111059616,-95.170340615233,12.02097416274857,52500.0,54500.0,107000.0,79.25925925925925
650710230017,1,1958,1176,10710.0,152,3.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.779453203724525,-95.1724013796309,11.932249684934197,106050.0,68735.0,174785.0,148.6267006802721
650710270001,1,1960,1547,16842.0,176,6.0,4.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8152.0,0.0,0.0,29.78092661368185,-95.17363506206192,11.870552264764102,162960.0,104080.0,283086.0,182.99030381383324
650710310002,1,1950,1224,7140.0,160,3.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2402.0,0.0,0.0,0.0,0.0,0.0,29.782727853806225,-95.17376603250496,11.878389546288401,61950.0,46447.0,110799.0,90.5220588235294
650710360001,2,2004,2888,11466.0,304,6.0,4.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,0.0,0.0,29.783927962403304,-95.171653195853,12.01502569655984,107415.0,186995.0,294410.0,101.94252077562327
650710550012,1,1960,1208,7875.0,156,3.0,1.0,0.0,5.0,2.0,3156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,0.0,0.0,29.77370918503892,-95.17668786205029,11.638383162141752,65625.0,60861.0,130424.0,107.96688741721854
650760000012,2,1967,2484,108900.0,312,6.0,5.0,0.0,13.0,3.0,14583.0,0.0,0.0,0.0,0.0,3314.0,0.0,0.0,1036.0,0.0,0.0,29.88501013916453,-95.3312048250191,8.939936985484708,272250.0,312738.0,610230.0,245.66425120772948
650780010001,1,1950,1706,20020.0,358,3.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.84206780927939,-95.40613327127332,6.061570530379081,291892.0,18144.0,310036.0,181.73270808909731
650870030021,1,1942,1384,6600.0,172,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,0.0,0.0,29.71412994159645,-95.2041857012638,10.44852492428676,48400.0,82621.0,131642.0,95.11705202312139
650870030026,1,1939,958,6600.0,126,2.0,1.0,0.0,5.0,2.0,2440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.71481795037544,-95.20418747367808,10.43403827514907,48400.0,62672.0,113512.0,118.48851774530272
650900020014,1,1940,1297,45302.0,180,6.0,3.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1973.0,0.0,0.0,0.0,0.0,0.0,29.78773928524213,-95.10508519749575,16.008072783564675,114279.0,108546.0,224798.0,173.32151117964534
650910090006,1,1950,2068,137269.0,260,7.0,4.0,0.0,12.0,2.0,3928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,29.792516955677275,-95.10841887769504,15.852479391280793,275221.0,146695.0,428143.0,207.03239845261123
650910110033,1,1975,2447,32670.0,220,3.0,2.0,0.0,7.0,3.0,2810.0,0.0,0.0,0.0,0.0,704.0,0.0,1385.0,0.0,0.0,0.0,29.80359640878274,-95.09684531009218,16.65994082820436,92173.0,176188.0,276110.0,112.83612586841029
650910140012,1,1960,1688,62500.0,228,4.0,1.0,1.0,7.0,3.0,24175.0,0.0,0.0,0.0,0.0,2175.0,0.0,0.0,0.0,0.0,0.0,29.77768483365477,-95.1416683060032,13.754210636783668,144375.0,112709.0,283434.0,167.9111374407583
650910160014,1,1960,1378,25700.0,162,2.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2718.0,0.0,0.0,0.0,0.0,0.0,29.781658724210697,-95.13257238085396,14.323361750318329,79975.0,96130.0,184126.0,133.61828737300436
650910160026,2,1963,2666,26572.0,310,5.0,3.0,0.0,10.0,2.5,0.0,0.0,0.0,0.0,0.0,1939.0,0.0,0.0,0.0,0.0,0.0,29.781582136204985,-95.13279344463668,14.309630980829592,81501.0,160225.0,241726.0,90.66991747936984
650910160043,1,1960,3118,112498.0,434,4.0,3.0,1.0,12.0,3.0,0.0,5503.0,1580.0,0.0,0.0,0.0,0.0,1750.0,35071.0,0.0,0.0,29.78071656878131,-95.1357190512224,14.129031804406068,266872.0,280014.0,546886.0,175.39640795381655
650910220108,1,1950,1512,21344.0,180,3.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3959.0,0.0,0.0,0.0,29.783312776371897,-95.14611920651951,13.528524420129706,72352.0,58469.0,134780.0,89.14021164021165
650910230010,1,1983,1215,493534.0,144,2.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.778368548268265,-95.15114613383372,13.19247707573728,894000.0,100.0,894100.0,735.8847736625514
650910240012,1,1960,1469,15246.0,168,3.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,23362.0,0.0,0.0,0.0,0.0,0.0,29.782323914143166,-95.1450685490478,13.583267396275142,56242.0,97919.0,177523.0,120.84615384615384
650940010002,1,1940,1006,6350.0,130,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.70322853269779,-95.20916971892412,10.424517590329419,57225.0,71755.0,128980.0,128.21073558648112
651020010011,1,2007,2820,6372.0,444,4.0,2.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7152100509809,-95.36644751304672,3.1093615159313495,154650.0,365742.0,520392.0,184.53617021276597
651060040014,1,2006,1252,11700.0,158,3.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4473.0,0.0,0.0,0.0,29.833386857201624,-95.36278125150108,5.082668245759493,116483.0,107849.0,228805.0,182.75159744408947
651060050030,1,1954,960,11700.0,152,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,29.83160090695164,-95.36330279851248,4.957073171256195,116483.0,1000.0,117483.0,122.378125
651060060017,1,1999,1661,11700.0,196,3.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,498.0,0.0,0.0,29.832215700969783,-95.35798564092094,5.035435111252549,116483.0,148617.0,265100.0,159.60264900662253
651060100004,2,1940,1556,13650.0,328,3.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3875.0,0.0,0.0,29.82969922825649,-95.36042351227294,4.843771028037987,130084.0,71393.0,205352.0,131.97429305912596
651060120001,1,2021,1472,6900.0,230,3.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.831714014758685,-95.36042666784316,4.981983753729117,83003.0,156997.0,240000.0,163.04347826086956
651220070117,1,1940,1595,17500.0,168,3.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.800792426181687,-95.32429658444562,3.9306492619666207,95625.0,106424.0,202949.0,127.24075235109719
651220110207,1,2023,1260,15000.0,156,2.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.797936965753195,-95.32276394366929,3.859157238905019,86063.0,213257.0,299320.0,237.55555555555554
651230240381,2,1935,1980,15000.0,272,6.0,2.0,0.0,11.0,2.0,4219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.803421483612738,-95.32011191998176,4.236252082027343,86063.0,179776.0,270058.0,136.3929292929293
651230250461,1,1998,2154,30000.0,272,4.0,2.0,0.0,8.0,3.0,6658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.80466470245913,-95.31934918100256,4.329394323075643,172125.0,262713.0,441496.0,204.9656453110492
651240310673,1,1940,1138,6386.0,150,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.796476786431345,-95.31723173354922,4.04593347296218,56181.0,48582.0,104763.0,92.05887521968366
651260420925,1,1935,1638,17340.0,230,2.0,1.0,1.0,6.0,2.0,3382.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,29.80175318284256,-95.31413503359236,4.421154891772251,62100.0,88462.0,154297.0,94.1984126984127
651270190133,1,1945,1776,15000.0,200,5.0,3.0,0.0,10.0,2.0,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.79478667304352,-95.32096056184494,3.7984681846271817,86063.0,159192.0,246350.0,138.7105855855856
651270310984,1,1950,1184,6360.0,142,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,218.0,0.0,0.0,29.79390045645553,-95.31811167743118,3.895491417674887,55952.0,52885.0,109229.0,92.25422297297297
651280550363,1,2022,2140,15000.0,220,3.0,2.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12898.0,0.0,0.0,0.0,0.0,29.80774915224903,-95.32293677767188,4.340279340422964,73153.0,258637.0,344688.0,161.06915887850468
651290720690,1,1961,1370,15000.0,180,3.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,784.0,1261.0,0.0,0.0,29.810263071545297,-95.31846704956784,4.647543342009025,61050.0,200086.0,263801.0,192.55547445255473
651290720722,1,2022,1188,15000.0,152,2.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.811094830622125,-95.31768816284672,4.721511372112935,61050.0,153990.0,215040.0,181.010101010101
651290730667,1,1965,1531,10800.0,170,2.0,1.0,0.0,5.0,2.0,4788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.81393717718005,-95.31840243917216,4.842261291462275,49500.0,87672.0,141960.0,92.72370999346832
651300000054,1,1948,1356,94786.0,160,2.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10225.0,0.0,0.0,0.0,0.0,29.892753518911817,-95.36644437288874,9.16819372065825,216800.0,112053.0,339078.0,250.05752212389382
651300000154,1,1969,1596,49500.0,190,3.0,2.0,0.0,5.0,3.0,4328.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,29.89515657971328,-95.36223344781186,9.343517674796518,173250.0,122508.0,301380.0,188.8345864661654
660050000147,1,1935,1552,12000.0,244,3.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.807467427923555,-95.34572496613038,3.584390491635179,81000.0,56922.0,137922.0,88.86726804123711
660170000005,2,1934,3402,146889.0,438,6.0,3.0,0.0,13.0,2.0,3928.0,0.0,0.0,0.0,0.0,1474.0,0.0,2408.0,1365.0,0.0,0.0,29.881840457660584,-95.38240176044866,8.443809376929877,277569.0,210211.0,496955.0,146.07730746619634
660190000282,2,1940,1008,4940.0,132,5.0,2.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.821512857167072,-95.32354645584878,5.079145015891438,38458.0,83622.0,122080.0,121.11111111111111
660210000351,3,1965,3594,11505.0,464,7.0,4.0,0.0,16.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.817889531673817,-95.31901037306068,5.032758527575663,53763.0,333533.0,387296.0,107.76182526432943
660210000495,1,1940,924,7231.0,124,2.0,1.0,0.0,5.0,2.0,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3479.0,0.0,0.0,29.81812995768521,-95.31815938048167,5.0770891710306945,46278.0,41089.0,92827.0,100.46212121212122
660210000582,1,1940,864,3753.0,120,2.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,1342.0,0.0,0.0,29.821447620697032,-95.32073352503288,5.170070392366814,30399.0,39270.0,72706.0,84.15046296296296
660250070780,1,2021,1410,10200.0,154,3.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.82330383742244,-95.31200130845389,5.586343183050902,65155.0,152610.0,217765.0,154.44326241134752
660250100915,1,1945,770,10320.0,114,2.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352.0,4374.0,0.0,0.0,29.82248017028076,-95.31072211114078,5.590512568535591,65653.0,35638.0,108017.0,140.28181818181818
